country_code,order_nr,item_nr,order_date,sku,title_en,title_ar,brand_en,brand_ar,currency_code,price,partner_sku,item_status,return_date
ae,IAEG4T146YQEEARMHA,IAEG4T146YQEEARMHA-1,2026-04-29,Z1586B021B2F956CCF1A1Z-1,"Water Bottles 1L with Times to Drink and Straw, Motivational Water Bottle for kids Leakproof Drinking Sports Water Bottle for Fitness, Gym & Outdoor","Water Bottles 1L with Times to Drink and Straw, Motivational Water Bottle for kids Leakproof Drinking Sports Water Bottle for Fitness, Gym & Outdoor",S2C,اي 2 سي,AED,28,7Q-KYD0-LK9W,returned,2026-04-29
ae,IAEG4S2461SKH09POA,IAEG4S2461SKH09POA-1,2026-04-28,Z1586B021B2F956CCF1A1Z-1,"Water Bottles 1L with Times to Drink and Straw, Motivational Water Bottle for kids Leakproof Drinking Sports Water Bottle for Fitness, Gym & Outdoor","Water Bottles 1L with Times to Drink and Straw, Motivational Water Bottle for kids Leakproof Drinking Sports Water Bottle for Fitness, Gym & Outdoor",S2C,اي 2 سي,AED,28,7Q-KYD0-LK9W,returned,2026-04-29
ae,IAEG4H049AIISGEGLA,IAEG4H049AIISGEGLA-3,2026-04-17,Z1586B021B2F956CCF1A1Z-1,"Water Bottles 1L with Times to Drink and Straw, Motivational Water Bottle for kids Leakproof Drinking Sports Water Bottle for Fitness, Gym & Outdoor","Water Bottles 1L with Times to Drink and Straw, Motivational Water Bottle for kids Leakproof Drinking Sports Water Bottle for Fitness, Gym & Outdoor",S2C,اي 2 سي,AED,28,7Q-KYD0-LK9W,returned,2026-04-18
ae,IAEG4J2693VGY0SBEA,IAEG4J2693VGY0SBEA-2,2026-04-19,ZC4023F32333166BC4121Z-1,"S2C™ Motivational Large Water Bottle 1L Tritan Plastic Water Bottle With Time Markers, Leak Proof Water Bottle For Kids, School Water Bottles Plastic Water Bottle Gym Bottle (BLUE-ORANGE)",زجاجة مياه تحفيزية كبيرة S2C™ زجاجة مياه بلاستيكية تريتان سعة 1 لتر مع علامات للوقت، زجاجة مياه مضادة للتسرب للأطفال، زجاجات مياه مدرسية وزجاجة مياه بلاستيكية لصالة الألعاب الرياضية (أزرق-برتقالي),S2C,اي 2 سي,AED,28,BLUEORANGE1L,returned,2026-04-19
ae,IAEG4K191XU18D9TDA,IAEG4K191XU18D9TDA-8,2026-04-20,ZC4023F32333166BC4121Z-1,"S2C™ Motivational Large Water Bottle 1L Tritan Plastic Water Bottle With Time Markers, Leak Proof Water Bottle For Kids, School Water Bottles Plastic Water Bottle Gym Bottle (BLUE-ORANGE)",زجاجة مياه تحفيزية كبيرة S2C™ زجاجة مياه بلاستيكية تريتان سعة 1 لتر مع علامات للوقت، زجاجة مياه مضادة للتسرب للأطفال، زجاجات مياه مدرسية وزجاجة مياه بلاستيكية لصالة الألعاب الرياضية (أزرق-برتقالي),S2C,اي 2 سي,AED,28,BLUEORANGE1L,returned,2026-04-20
ae,IAEG4L8321ZL6IXS5A,IAEG4L8321ZL6IXS5A-6,2026-04-21,ZC4023F32333166BC4121Z-1,"S2C™ Motivational Large Water Bottle 1L Tritan Plastic Water Bottle With Time Markers, Leak Proof Water Bottle For Kids, School Water Bottles Plastic Water Bottle Gym Bottle (BLUE-ORANGE)",زجاجة مياه تحفيزية كبيرة S2C™ زجاجة مياه بلاستيكية تريتان سعة 1 لتر مع علامات للوقت، زجاجة مياه مضادة للتسرب للأطفال، زجاجات مياه مدرسية وزجاجة مياه بلاستيكية لصالة الألعاب الرياضية (أزرق-برتقالي),S2C,اي 2 سي,AED,28,BLUEORANGE1L,returned,2026-04-23
ae,IAEG4D30649MAXMYRA,IAEG4D30649MAXMYRA-2,2026-04-13,Z2C3E92A2CC35A55E20F1Z-1,"Motivational Water Bottle 1L Water Bottle For Kids School Water Bottles With Straw Leak Proof Water Bottle With Time Marker For Sport, School, Gym, Office (Gradient Purple)",زجاجة مياه تحفيزية S2C، زجاجة مياه سعة 1 لتر للأطفال، زجاجات مياه مدرسية مع زجاجة مياه مقاومة للتسرب، مع علامة زمنية للرياضة، والمدرسة، وصالة الألعاب الرياضية، والمكتب (أرجواني متدرج),S2C,اي 2 سي,AED,28,WB002-C,returned,2026-04-14
ae,IAEG4J249HGY13FZTA,IAEG4J249HGY13FZTA-1,2026-04-19,Z2C3E92A2CC35A55E20F1Z-1,"Motivational Water Bottle 1L Water Bottle For Kids School Water Bottles With Straw Leak Proof Water Bottle With Time Marker For Sport, School, Gym, Office (Gradient Purple)",زجاجة مياه تحفيزية S2C، زجاجة مياه سعة 1 لتر للأطفال، زجاجات مياه مدرسية مع زجاجة مياه مقاومة للتسرب، مع علامة زمنية للرياضة، والمدرسة، وصالة الألعاب الرياضية، والمكتب (أرجواني متدرج),S2C,اي 2 سي,AED,28,WB002-C,returned,2026-04-19
ae,IAEG4H0222CA8HR3XA,IAEG4H0222CA8HR3XA-1,2026-04-17,Z340C8F31DCBFACBAA799Z-1,"S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Travel Mug – Leak-Resistant, BPA-Free, Fits Car Cup Holder",كوب S2C 40oz من الفولاذ المقاوم للصدأ بمقبض وقش - كوب سفر معزول بالفراغ مزدوج الجدار - مقاوم للتسرب ، خالي من مادة BPA ، يناسب حامل أكواب السيارة,S2C,اي 2 سي,AED,53, 40OZTGREEN,delivered,
ae,IAEG4R246G4K0EPP1A,IAEG4R246G4K0EPP1A-1,2026-04-27,Z340C8F31DCBFACBAA799Z-1,"S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Travel Mug – Leak-Resistant, BPA-Free, Fits Car Cup Holder",كوب S2C 40oz من الفولاذ المقاوم للصدأ بمقبض وقش - كوب سفر معزول بالفراغ مزدوج الجدار - مقاوم للتسرب ، خالي من مادة BPA ، يناسب حامل أكواب السيارة,S2C,اي 2 سي,AED,53, 40OZTGREEN,delivered,
ae,IAEG4H28688D6YK60A,IAEG4H28688D6YK60A-1,2026-04-17,Z340C8F31DCBFACBAA799Z-1,"S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Travel Mug – Leak-Resistant, BPA-Free, Fits Car Cup Holder",كوب S2C 40oz من الفولاذ المقاوم للصدأ بمقبض وقش - كوب سفر معزول بالفراغ مزدوج الجدار - مقاوم للتسرب ، خالي من مادة BPA ، يناسب حامل أكواب السيارة,S2C,اي 2 سي,AED,53, 40OZTGREEN,delivered,
ae,IAEG4M309UGW8MQKYA,IAEG4M309UGW8MQKYA-1,2026-04-22,Z340C8F31DCBFACBAA799Z-1,"S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Travel Mug – Leak-Resistant, BPA-Free, Fits Car Cup Holder",كوب S2C 40oz من الفولاذ المقاوم للصدأ بمقبض وقش - كوب سفر معزول بالفراغ مزدوج الجدار - مقاوم للتسرب ، خالي من مادة BPA ، يناسب حامل أكواب السيارة,S2C,اي 2 سي,AED,53, 40OZTGREEN,delivered,
ae,IAEG4H092PZ9QBF7CA,IAEG4H092PZ9QBF7CA-2,2026-04-17,Z340C8F31DCBFACBAA799Z-1,"S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Travel Mug – Leak-Resistant, BPA-Free, Fits Car Cup Holder",كوب S2C 40oz من الفولاذ المقاوم للصدأ بمقبض وقش - كوب سفر معزول بالفراغ مزدوج الجدار - مقاوم للتسرب ، خالي من مادة BPA ، يناسب حامل أكواب السيارة,S2C,اي 2 سي,AED,53, 40OZTGREEN,delivered,
ae,IAEG4T947F1NJL42NA,IAEG4T947F1NJL42NA-1,2026-04-29,Z340C8F31DCBFACBAA799Z-1,"S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Travel Mug – Leak-Resistant, BPA-Free, Fits Car Cup Holder",كوب S2C 40oz من الفولاذ المقاوم للصدأ بمقبض وقش - كوب سفر معزول بالفراغ مزدوج الجدار - مقاوم للتسرب ، خالي من مادة BPA ، يناسب حامل أكواب السيارة,S2C,اي 2 سي,AED,53, 40OZTGREEN,delivered,
ae,IAEG4S8623NDPN8WQA,IAEG4S8623NDPN8WQA-1,2026-04-28,Z340C8F31DCBFACBAA799Z-1,"S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Travel Mug – Leak-Resistant, BPA-Free, Fits Car Cup Holder",كوب S2C 40oz من الفولاذ المقاوم للصدأ بمقبض وقش - كوب سفر معزول بالفراغ مزدوج الجدار - مقاوم للتسرب ، خالي من مادة BPA ، يناسب حامل أكواب السيارة,S2C,اي 2 سي,AED,53, 40OZTGREEN,delivered,
ae,IAEG4O2439GASEI6UA,IAEG4O2439GASEI6UA-4,2026-04-24,Z340C8F31DCBFACBAA799Z-1,"S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Travel Mug – Leak-Resistant, BPA-Free, Fits Car Cup Holder",كوب S2C 40oz من الفولاذ المقاوم للصدأ بمقبض وقش - كوب سفر معزول بالفراغ مزدوج الجدار - مقاوم للتسرب ، خالي من مادة BPA ، يناسب حامل أكواب السيارة,S2C,اي 2 سي,AED,53, 40OZTGREEN,delivered,
ae,IAEG4H14516RDEHP0A,IAEG4H14516RDEHP0A-3,2026-04-17,Z340C8F31DCBFACBAA799Z-1,"S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Travel Mug – Leak-Resistant, BPA-Free, Fits Car Cup Holder",كوب S2C 40oz من الفولاذ المقاوم للصدأ بمقبض وقش - كوب سفر معزول بالفراغ مزدوج الجدار - مقاوم للتسرب ، خالي من مادة BPA ، يناسب حامل أكواب السيارة,S2C,اي 2 سي,AED,53, 40OZTGREEN,delivered,
ae,IAEG4L740B9JYG18BA,IAEG4L740B9JYG18BA-10,2026-04-21,Z340C8F31DCBFACBAA799Z-1,"S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Travel Mug – Leak-Resistant, BPA-Free, Fits Car Cup Holder",كوب S2C 40oz من الفولاذ المقاوم للصدأ بمقبض وقش - كوب سفر معزول بالفراغ مزدوج الجدار - مقاوم للتسرب ، خالي من مادة BPA ، يناسب حامل أكواب السيارة,S2C,اي 2 سي,AED,53, 40OZTGREEN,delivered,
ae,IAEG4S516SFAU9SXCA,IAEG4S516SFAU9SXCA-1,2026-04-28,Z340C8F31DCBFACBAA799Z-1,"S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Travel Mug – Leak-Resistant, BPA-Free, Fits Car Cup Holder",كوب S2C 40oz من الفولاذ المقاوم للصدأ بمقبض وقش - كوب سفر معزول بالفراغ مزدوج الجدار - مقاوم للتسرب ، خالي من مادة BPA ، يناسب حامل أكواب السيارة,S2C,اي 2 سي,AED,53, 40OZTGREEN,delivered,
ae,IAEG4L739Y344J5QXA,IAEG4L739Y344J5QXA-1,2026-04-21,Z340C8F31DCBFACBAA799Z-1,"S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Travel Mug – Leak-Resistant, BPA-Free, Fits Car Cup Holder",كوب S2C 40oz من الفولاذ المقاوم للصدأ بمقبض وقش - كوب سفر معزول بالفراغ مزدوج الجدار - مقاوم للتسرب ، خالي من مادة BPA ، يناسب حامل أكواب السيارة,S2C,اي 2 سي,AED,53, 40OZTGREEN,delivered,
ae,IAEG4K759DOP7FFB8A,IAEG4K759DOP7FFB8A-1,2026-04-20,Z340C8F31DCBFACBAA799Z-1,"S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Travel Mug – Leak-Resistant, BPA-Free, Fits Car Cup Holder",كوب S2C 40oz من الفولاذ المقاوم للصدأ بمقبض وقش - كوب سفر معزول بالفراغ مزدوج الجدار - مقاوم للتسرب ، خالي من مادة BPA ، يناسب حامل أكواب السيارة,S2C,اي 2 سي,AED,53, 40OZTGREEN,delivered,
ae,IAEG4K898BL3JQXO3A,IAEG4K898BL3JQXO3A-1,2026-04-20,Z340C8F31DCBFACBAA799Z-1,"S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Travel Mug – Leak-Resistant, BPA-Free, Fits Car Cup Holder",كوب S2C 40oz من الفولاذ المقاوم للصدأ بمقبض وقش - كوب سفر معزول بالفراغ مزدوج الجدار - مقاوم للتسرب ، خالي من مادة BPA ، يناسب حامل أكواب السيارة,S2C,اي 2 سي,AED,53, 40OZTGREEN,delivered,
ae,IAEG4S886EAT7GS34A,IAEG4S886EAT7GS34A-1,2026-04-28,Z340C8F31DCBFACBAA799Z-1,"S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Travel Mug – Leak-Resistant, BPA-Free, Fits Car Cup Holder",كوب S2C 40oz من الفولاذ المقاوم للصدأ بمقبض وقش - كوب سفر معزول بالفراغ مزدوج الجدار - مقاوم للتسرب ، خالي من مادة BPA ، يناسب حامل أكواب السيارة,S2C,اي 2 سي,AED,53, 40OZTGREEN,delivered,
ae,IAEG4H831SPLSZJCHA,IAEG4H831SPLSZJCHA-1,2026-04-17,Z340C8F31DCBFACBAA799Z-1,"S2C 40oz Stainless Steel Tumbler with Handle & Straw – Double Wall Vacuum Insulated Travel Mug – Leak-Resistant, BPA-Free, Fits Car Cup Holder",كوب S2C 40oz من الفولاذ المقاوم للصدأ بمقبض وقش - كوب سفر معزول بالفراغ مزدوج الجدار - مقاوم للتسرب ، خالي من مادة BPA ، يناسب حامل أكواب السيارة,S2C,اي 2 سي,AED,53, 40OZTGREEN,delivered,
ae,IAEG4K193VCAXHWAUA,IAEG4K193VCAXHWAUA-4,2026-04-20,Z5FB3187346EE53BBE2A6Z-1,"S2C Kids Water Bottle with Straw Lid – 550ml Stainless Steel, Double Wall Insulated, BPA-Free, Leak-Proof Bottle for School & Toddlers (blue)",زجاجة مياه للأطفال من S2C بغطاء ماصة - سعة 550 مل، مصنوعة من الفولاذ المقاوم للصدأ، معزولة بجدار مزدوج، خالية من مادة BPA، ومضادة للتسرب، للمدرسة والأطفال الصغار (أزرق),S2C,اي 2 سي,AED,47.5,18OZBABYWHALE,delivered,
ae,IAEG4J516CZBWQEFXA,IAEG4J516CZBWQEFXA-1,2026-04-19,Z5FB3187346EE53BBE2A6Z-1,"S2C Kids Water Bottle with Straw Lid – 550ml Stainless Steel, Double Wall Insulated, BPA-Free, Leak-Proof Bottle for School & Toddlers (blue)",زجاجة مياه للأطفال من S2C بغطاء ماصة - سعة 550 مل، مصنوعة من الفولاذ المقاوم للصدأ، معزولة بجدار مزدوج، خالية من مادة BPA، ومضادة للتسرب، للمدرسة والأطفال الصغار (أزرق),S2C,اي 2 سي,AED,47.5,18OZBABYWHALE,delivered,
ae,IAEG4J739TAXSK8VPA,IAEG4J739TAXSK8VPA-1,2026-04-19,Z5FB3187346EE53BBE2A6Z-1,"S2C Kids Water Bottle with Straw Lid – 550ml Stainless Steel, Double Wall Insulated, BPA-Free, Leak-Proof Bottle for School & Toddlers (blue)",زجاجة مياه للأطفال من S2C بغطاء ماصة - سعة 550 مل، مصنوعة من الفولاذ المقاوم للصدأ، معزولة بجدار مزدوج، خالية من مادة BPA، ومضادة للتسرب، للمدرسة والأطفال الصغار (أزرق),S2C,اي 2 سي,AED,47.5,18OZBABYWHALE,delivered,
ae,IAEG4N286NPE86UDYA,IAEG4N286NPE86UDYA-1,2026-04-23,Z5FB3187346EE53BBE2A6Z-1,"S2C Kids Water Bottle with Straw Lid – 550ml Stainless Steel, Double Wall Insulated, BPA-Free, Leak-Proof Bottle for School & Toddlers (blue)",زجاجة مياه للأطفال من S2C بغطاء ماصة - سعة 550 مل، مصنوعة من الفولاذ المقاوم للصدأ، معزولة بجدار مزدوج، خالية من مادة BPA، ومضادة للتسرب، للمدرسة والأطفال الصغار (أزرق),S2C,اي 2 سي,AED,47.5,18OZBABYWHALE,delivered,
ae,IAEG4S271BH9FQBA5A,IAEG4S271BH9FQBA5A-3,2026-04-29,Z5FB3187346EE53BBE2A6Z-1,"S2C Kids Water Bottle with Straw Lid – 550ml Stainless Steel, Double Wall Insulated, BPA-Free, Leak-Proof Bottle for School & Toddlers (blue)",زجاجة مياه للأطفال من S2C بغطاء ماصة - سعة 550 مل، مصنوعة من الفولاذ المقاوم للصدأ، معزولة بجدار مزدوج، خالية من مادة BPA، ومضادة للتسرب، للمدرسة والأطفال الصغار (أزرق),S2C,اي 2 سي,AED,47.5,18OZBABYWHALE,delivered,
ae,IAEG4L041J7L0EKEXA,IAEG4L041J7L0EKEXA-3,2026-04-22,Z5FB3187346EE53BBE2A6Z-1,"S2C Kids Water Bottle with Straw Lid – 550ml Stainless Steel, Double Wall Insulated, BPA-Free, Leak-Proof Bottle for School & Toddlers (blue)",زجاجة مياه للأطفال من S2C بغطاء ماصة - سعة 550 مل، مصنوعة من الفولاذ المقاوم للصدأ، معزولة بجدار مزدوج، خالية من مادة BPA، ومضادة للتسرب، للمدرسة والأطفال الصغار (أزرق),S2C,اي 2 سي,AED,47.5,18OZBABYWHALE,delivered,
ae,IAEG4K832SA4V3WCVA,IAEG4K832SA4V3WCVA-8,2026-04-20,Z5FB3187346EE53BBE2A6Z-1,"S2C Kids Water Bottle with Straw Lid – 550ml Stainless Steel, Double Wall Insulated, BPA-Free, Leak-Proof Bottle for School & Toddlers (blue)",زجاجة مياه للأطفال من S2C بغطاء ماصة - سعة 550 مل، مصنوعة من الفولاذ المقاوم للصدأ، معزولة بجدار مزدوج، خالية من مادة BPA، ومضادة للتسرب، للمدرسة والأطفال الصغار (أزرق),S2C,اي 2 سي,AED,47.5,18OZBABYWHALE,delivered,
ae,IAEG4M400X0S4QYSNA,IAEG4M400X0S4QYSNA-2,2026-04-22,Z5FB3187346EE53BBE2A6Z-1,"S2C Kids Water Bottle with Straw Lid – 550ml Stainless Steel, Double Wall Insulated, BPA-Free, Leak-Proof Bottle for School & Toddlers (blue)",زجاجة مياه للأطفال من S2C بغطاء ماصة - سعة 550 مل، مصنوعة من الفولاذ المقاوم للصدأ، معزولة بجدار مزدوج، خالية من مادة BPA، ومضادة للتسرب، للمدرسة والأطفال الصغار (أزرق),S2C,اي 2 سي,AED,47.5,18OZBABYWHALE,delivered,
ae,IAEG4N831E022EDSMA,IAEG4N831E022EDSMA-1,2026-04-23,Z5FB3187346EE53BBE2A6Z-1,"S2C Kids Water Bottle with Straw Lid – 550ml Stainless Steel, Double Wall Insulated, BPA-Free, Leak-Proof Bottle for School & Toddlers (blue)",زجاجة مياه للأطفال من S2C بغطاء ماصة - سعة 550 مل، مصنوعة من الفولاذ المقاوم للصدأ، معزولة بجدار مزدوج، خالية من مادة BPA، ومضادة للتسرب، للمدرسة والأطفال الصغار (أزرق),S2C,اي 2 سي,AED,47.5,18OZBABYWHALE,delivered,
ae,IAEG4S37662N5IYM8A,IAEG4S37662N5IYM8A-1,2026-04-28,Z5FB3187346EE53BBE2A6Z-1,"S2C Kids Water Bottle with Straw Lid – 550ml Stainless Steel, Double Wall Insulated, BPA-Free, Leak-Proof Bottle for School & Toddlers (blue)",زجاجة مياه للأطفال من S2C بغطاء ماصة - سعة 550 مل، مصنوعة من الفولاذ المقاوم للصدأ، معزولة بجدار مزدوج، خالية من مادة BPA، ومضادة للتسرب، للمدرسة والأطفال الصغار (أزرق),S2C,اي 2 سي,AED,47.5,18OZBABYWHALE,delivered,
ae,IAEG4I191U9LSRHWVA,IAEG4I191U9LSRHWVA-1,2026-04-19,Z5FB3187346EE53BBE2A6Z-1,"S2C Kids Water Bottle with Straw Lid – 550ml Stainless Steel, Double Wall Insulated, BPA-Free, Leak-Proof Bottle for School & Toddlers (blue)",زجاجة مياه للأطفال من S2C بغطاء ماصة - سعة 550 مل، مصنوعة من الفولاذ المقاوم للصدأ، معزولة بجدار مزدوج، خالية من مادة BPA، ومضادة للتسرب، للمدرسة والأطفال الصغار (أزرق),S2C,اي 2 سي,AED,47.5,18OZBABYWHALE,delivered,
ae,IAEG4K708HIQB6RUHA,IAEG4K708HIQB6RUHA-1,2026-04-21,Z5FB3187346EE53BBE2A6Z-1,"S2C Kids Water Bottle with Straw Lid – 550ml Stainless Steel, Double Wall Insulated, BPA-Free, Leak-Proof Bottle for School & Toddlers (blue)",زجاجة مياه للأطفال من S2C بغطاء ماصة - سعة 550 مل، مصنوعة من الفولاذ المقاوم للصدأ، معزولة بجدار مزدوج، خالية من مادة BPA، ومضادة للتسرب، للمدرسة والأطفال الصغار (أزرق),S2C,اي 2 سي,AED,47.5,18OZBABYWHALE,delivered,
ae,IAEG4J147RCWYWJS3A,IAEG4J147RCWYWJS3A-3,2026-04-19,Z5FB3187346EE53BBE2A6Z-1,"S2C Kids Water Bottle with Straw Lid – 550ml Stainless Steel, Double Wall Insulated, BPA-Free, Leak-Proof Bottle for School & Toddlers (blue)",زجاجة مياه للأطفال من S2C بغطاء ماصة - سعة 550 مل، مصنوعة من الفولاذ المقاوم للصدأ، معزولة بجدار مزدوج، خالية من مادة BPA، ومضادة للتسرب، للمدرسة والأطفال الصغار (أزرق),S2C,اي 2 سي,AED,47.5,18OZBABYWHALE,delivered,
ae,IAEG4N862JIXONICUA,IAEG4N862JIXONICUA-2,2026-04-23,Z5FB3187346EE53BBE2A6Z-1,"S2C Kids Water Bottle with Straw Lid – 550ml Stainless Steel, Double Wall Insulated, BPA-Free, Leak-Proof Bottle for School & Toddlers (blue)",زجاجة مياه للأطفال من S2C بغطاء ماصة - سعة 550 مل، مصنوعة من الفولاذ المقاوم للصدأ، معزولة بجدار مزدوج، خالية من مادة BPA، ومضادة للتسرب، للمدرسة والأطفال الصغار (أزرق),S2C,اي 2 سي,AED,47.5,18OZBABYWHALE,delivered,
